===
Lewis VS. Stein
Battle 1: Lewis (AC) DEFEATED Stein (KH) : Lewis 27, Stein 25
Battle 798: are  (JC) DEFEATED people (2D) : people 32, are  20
Battle 799: people (AS) DEFEATED are  (5C) : people 33, are  19
Battle 800: are  (TD) TIED people (TS) : people 28, are  24
Battle 801: people (8C) DEFEATED are  (4H) : people 29, are  23
Battle 802: are  (KS) DEFEATED people (4S) : people 28, are  24
Battle 803: are  (JS) DEFEATED people (8H) : people 27, are  25
Battle 804: are  (QD) DEFEATED people (7D) : people 26, are  26
Battle 805: people (7H) DEFEATED are  (6D) : people 27, are  25
Battle 806: are  (AH) DEFEATED people (2C) : people 26, are  26
Battle 807: people (QC) DEFEATED are  (2H) : people 27, are  25
Battle 808: are  (9C) DEFEATED people (6S) : people 26, are  26
Battle 809: people (QH) DEFEATED are  (9D) : people 27, are  25
Battle 810: are  (KH) DEFEATED people (5S) : people 26, are  26
Battle 811: people (QS) DEFEATED are  (6H) : people 27, are  25
Battle 812: are  (8S) DEFEATED people (5D) : people 26, are  26
Battle 813: people (AD) DEFEATED are  (2D) : people 27, are  25
Battle 814: are  (JC) DEFEATED people (3C) : people 26, are  26
Battle 815: people (KD) DEFEATED are  (TS) : people 27, are  25
Battle 816: are  (TD) DEFEATED people (5H) : people 26, are  26
Battle 817: people (KC) DEFEATED are  (7S) : people 27, are  25
Battle 818: people (9S) DEFEATED are  (2S) : people 28, are  24
Battle 819: people (TC) DEFEATED are  (9H) : people 29, are  23
Battle 820: are  (7C) DEFEATED people (3D) : people 28, are  24
Battle 821: people (JD) DEFEATED are  (4D) : people 29, are  23
Battle 822: are  (AC) DEFEATED people (3S) : people 28, are  24
Battle 823: people (8D) DEFEATED are  (4C) : people 29, are  23
Battle 824: are  (JH) DEFEATED people (3H) : people 28, are  24
Battle 825: people (TH) DEFEATED are  (4S) : people 29, are  23
Battle 826: are  (KS) DEFEATED people (6C) : people 28, are  24
Battle 827: people (AS) DEFEATED are  (8H) : people 29, are  23
Battle 828: are  (JS) DEFEATED people (5C) : people 28, are  24
Battle 829: people (8C) DEFEATED are  (7D) : people 29, are  23
Battle 830: are  (QD) DEFEATED people (4H) : people 28, are  24
Battle 831: people (7H) DEFEATED are  (2C) : people 29, are  23
Battle 832: are  (AH) DEFEATED people (6D) : people 28, are  24
Battle 833: people (QC) DEFEATED are  (6S) : people 29, are  23
Battle 834: are  (9C) DEFEATED people (2H) : people 28, are  24
Battle 835: people (QH) DEFEATED are  (5S) : people 29, are  23
Battle 836: are  (KH) DEFEATED people (9D) : people 28, are  24
Battle 837: people (QS) DEFEATED are  (5D) : people 29, are  23
Battle 838: are  (8S) DEFEATED people (6H) : people 28, are  24
Battle 839: people (AD) DEFEATED are  (3C) : people 29, are  23
Battle 840: are  (JC) DEFEATED people (2D) : people 28, are  24
Battle 841: people (KD) DEFEATED are  (5H) : people 29, are  23
Battle 842: are  (TD) TIED people (TS) : people 24, are  28
Battle 843: people (TC) DEFEATED are  (3H) : people 25, are  27
Battle 844: are  (JH) DEFEATED people (9H) : people 24, are  28
Battle 845: people (JD) DEFEATED are  (6C) : people 25, are  27
Battle 846: are  (KS) DEFEATED people (4D) : people 24, are  28
Battle 847: people (8D) DEFEATED are  (5C) : people 25, are  27
Battle 848: are  (JS) DEFEATED people (4C) : people 24, are  28
Battle 849: people (TH) DEFEATED are  (4H) : people 25, are  27
Battle 850: are  (QD) DEFEATED people (4S) : people 24, are  28
Battle 851: people (AS) DEFEATED are  (6D) : people 25, are  27
Battle 852: are  (AH) DEFEATED people (8H) : people 24, are  28
Battle 853: people (8C) DEFEATED are  (2H) : people 25, are  27
Battle 854: are  (9C) DEFEATED people (7D) : people 24, are  28
Battle 855: are  (9D) DEFEATED people (7H) : people 23, are  29
Battle 856: are  (KH) DEFEATED people (2C) : people 22, are  30
Battle 857: people (QC) DEFEATED are  (6H) : people 23, are  29
Battle 858: are  (8S) DEFEATED people (6S) : people 22, are  30
Battle 859: people (QH) DEFEATED are  (2D) : people 23, are  29
Battle 860: are  (JC) DEFEATED people (5S) : people 22, are  30
Battle 861: people (QS) DEFEATED are  (TS) : people 23, are  29
Battle 862: are  (TD) DEFEATED people (5D) : people 22, are  30
Battle 863: people (AD) DEFEATED are  (KC) : people 23, are  29
Battle 864: are  (7S) DEFEATED people (3C) : people 22, are  30
Battle 865: people (KD) DEFEATED are  (9S) : people 23, are  29
Battle 866: people (5H) DEFEATED are  (2S) : people 24, are  28
Battle 867: people (TC) DEFEATED are  (3D) : people 25, are  27
Battle 868: are  (7C) DEFEATED people (3H) : people 24, are  28
Battle 869: people (JD) DEFEATED are  (3S) : people 25, are  27
Battle 870: are  (AC) DEFEATED people (6C) : people 24, are  28
Battle 871: are  (9H) DEFEATED people (8D) : people 23, are  29
Battle 872: are  (JH) DEFEATED people (5C) : people 22, are  30
Battle 873: people (TH) DEFEATED are  (4D) : people 23, are  29
Battle 874: are  (KS) DEFEATED people (4H) : people 22, are  30
Battle 875: people (AS) DEFEATED are  (4C) : people 23, are  29
Battle 876: are  (JS) DEFEATED people (6D) : people 22, are  30
Battle 877: people (8C) DEFEATED are  (4S) : people 23, are  29
Battle 878: are  (QD) DEFEATED people (2H) : people 22, are  30
Battle 879: people (QC) DEFEATED are  (8H) : people 23, are  29
Battle 880: are  (AH) DEFEATED people (6H) : people 22, are  30
Battle 881: people (QH) DEFEATED are  (7D) : people 23, are  29
Battle 882: are  (9C) DEFEATED people (2D) : people 22, are  30
Battle 883: people (QS) DEFEATED are  (7H) : people 23, are  29
Battle 884: people (TS) DEFEATED are  (9D) : people 24, are  28
Battle 885: people (AD) DEFEATED are  (2C) : people 25, are  27
Battle 886: are  (KH) TIED people (KC) : people 20, are  32
Battle 887: people (TC) DEFEATED are  (5D) : people 21, are  31
Battle 888: are  (TD) DEFEATED people (3D) : people 20, are  32
Battle 889: people (JD) DEFEATED are  (3C) : people 21, are  31
Battle 890: are  (7S) DEFEATED people (3S) : people 20, are  32
Battle 891: people (TH) DEFEATED are  (3H) : people 21, are  31
Battle 892: are  (7C) DEFEATED people (4D) : people 20, are  32
Battle 893: people (AS) DEFEATED are  (6C) : people 21, are  31
Battle 894: are  (AC) DEFEATED people (4C) : people 20, are  32
Battle 895: are  (8D) TIED people (8C) : people 25, are  27
Battle 896: are  (KS) DEFEATED people (7D) : people 24, are  28
Battle 897: people (QS) DEFEATED are  (6D) : people 25, are  27
Battle 898: are  (JS) DEFEATED people (7H) : people 24, are  28
Battle 899: people (TS) DEFEATED are  (2H) : people 25, are  27
Battle 900: are  (QD) DEFEATED people (9D) : people 24, are  28
Battle 901: people (AD) DEFEATED are  (6H) : people 25, are  27
Battle 902: are  (AH) DEFEATED people (2C) : people 24, are  28
Battle 903: people (TC) DEFEATED are  (2D) : people 25, are  27
Battle 904: are  (9C) DEFEATED people (5D) : people 24, are  28
Battle 905: are  (KC) DEFEATED people (JD) : people 23, are  29
Battle 906: are  (KH) DEFEATED people (3C) : people 22, are  30
Battle 907: are  (KD) DEFEATED people (TH) : people 21, are  31
Battle 908: are  (9S) DEFEATED people (3H) : people 20, are  32
Battle 909: people (AS) DEFEATED are  (5H) : people 21, are  31
Battle 910: people (6C) DEFEATED are  (2S) : people 22, are  30
Battle 911: people (8C) DEFEATED are  (6S) : people 23, are  29
Battle 912: are  (8S) TIED people (8D) : people 28, are  24
Battle 913: people (9H) DEFEATED are  (3S) : people 29, are  23
Battle 914: are  (7S) DEFEATED people (5C) : people 28, are  24
Battle 915: people (JH) DEFEATED are  (4D) : people 29, are  23
Battle 916: are  (7C) DEFEATED people (4H) : people 28, are  24
Battle 917: people (QS) DEFEATED are  (4C) : people 29, are  23
Battle 918: are  (AC) DEFEATED people (6D) : people 28, are  24
Battle 919: people (TS) DEFEATED are  (7D) : people 29, are  23
Battle 920: are  (KS) DEFEATED people (2H) : people 28, are  24
Battle 921: people (AD) DEFEATED are  (7H) : people 29, are  23
Battle 922: are  (JS) DEFEATED people (6H) : people 28, are  24
Battle 923: people (TC) DEFEATED are  (9D) : people 29, are  23
Battle 924: are  (QD) DEFEATED people (2D) : people 28, are  24
Battle 925: people (AS) DEFEATED are  (2C) : people 29, are  23
Battle 926: are  (AH) DEFEATED people (5H) : people 28, are  24
Battle 927: people (6C) DEFEATED are  (5D) : people 29, are  23
Battle 928: are  (9C) DEFEATED people (2S) : people 28, are  24
Battle 929: are  (JD) DEFEATED people (8C) : people 27, are  25
Battle 930: are  (KC) DEFEATED people (6S) : people 26, are  26
Battle 931: people (8D) DEFEATED are  (3C) : people 27, are  25
Battle 932: are  (KH) DEFEATED people (8S) : people 26, are  26
Battle 933: are  (TH) DEFEATED people (4S) : people 25, are  27
Battle 934: are  (KD) DEFEATED people (QC) : people 24, are  28
Battle 935: people (8H) DEFEATED are  (3H) : people 25, are  27
Battle 936: people (QH) DEFEATED are  (9S) : people 26, are  26
Battle 937: are  (5C) TIED people (5S) : people 31, are  21
Battle 938: are  (AC) DEFEATED people (3S) : people 30, are  22
Battle 939: people (JH) DEFEATED are  (2H) : people 31, are  21
Battle 940: are  (KS) DEFEATED people (4D) : people 30, are  22
Battle 941: people (QS) DEFEATED are  (6H) : people 31, are  21
Battle 942: are  (JS) DEFEATED people (4C) : people 30, are  22
Battle 943: people (TS) DEFEATED are  (2D) : people 31, are  21
Battle 944: are  (QD) DEFEATED people (7D) : people 30, are  22
Battle 945: people (AD) DEFEATED are  (5H) : people 31, are  21
Battle 946: are  (AH) DEFEATED people (7H) : people 30, are  22
Battle 947: people (TC) DEFEATED are  (2S) : people 31, are  21
Battle 948: are  (9C) TIED people (9D) : people 26, are  26
Battle 949: are  (8S) TIED people (8D) : people 35, are  17
Battle 950: are  (KS) DEFEATED people (3D) : people 34, are  18
Battle 951: people (TD) DEFEATED are  (4C) : people 35, are  17
Battle 952: are  (JS) DEFEATED people (9H) : people 34, are  18
Battle 953: are  (7D) TIED people (7S) : people 39, are  13
Battle 954: are  (9C) DEFEATED people (2H) : people 38, are  14
Battle 955: are  (AS) DEFEATED people (QS) : people 37, are  15
Battle 956: people (6H) DEFEATED are  (2C) : people 38, are  14
Battle 957: people (TS) DEFEATED are  (6C) : people 39, are  13
Battle 958: are  (5D) DEFEATED people (2D) : people 38, are  14
Battle 959: people (AD) DEFEATED are  (8C) : people 39, are  13
Battle 960: are  (JD) DEFEATED people (5H) : people 38, are  14
Battle 961: people (TC) DEFEATED are  (6S) : people 39, are  13
Battle 962: are  (KC) DEFEATED people (2S) : people 38, are  14
Battle 963: people (8D) DEFEATED are  (3D) : people 39, are  13
Battle 964: are  (KS) DEFEATED people (8S) : people 38, are  14
Battle 965: are  (9H) DEFEATED people (3C) : people 37, are  15
Battle 966: are  (JS) DEFEATED people (8H) : people 36, are  16
Battle 967: people (3H) DEFEATED are  (2H) : people 37, are  15
Battle 968: people (QH) DEFEATED are  (9C) : people 38, are  14
Battle 969: people (KH) DEFEATED are  (QS) : people 39, are  13
Battle 970: are  (AS) DEFEATED people (4S) : people 38, are  14
Battle 971: people (TH) DEFEATED are  (2D) : people 39, are  13
Battle 972: people (QC) DEFEATED are  (5D) : people 40, are  12
Battle 973: people (9S) DEFEATED are  (5H) : people 41, are  11
Battle 974: are  (JD) DEFEATED people (5S) : people 40, are  12
Battle 975: people (5C) DEFEATED are  (2S) : people 41, are  11
Battle 976: are  (KC) DEFEATED people (JC) : people 40, are  12
Battle 977: people (KD) DEFEATED are  (8S) : people 41, are  11
Battle 978: are  (KS) DEFEATED people (3S) : people 40, are  12
Battle 979: people (AC) DEFEATED are  (3C) : people 41, are  11
Battle 980: are  (9H) DEFEATED people (4D) : people 40, are  12
Battle 981: people (TD) DEFEATED are  (8H) : people 41, are  11
Battle 982: are  (JS) DEFEATED people (4C) : people 40, are  12
Battle 983: people (7S) DEFEATED are  (4S) : people 41, are  11
Battle 984: are  (AS) DEFEATED people (7D) : people 40, are  12
Battle 985: are  (5S) DEFEATED people (4H) : people 39, are  13
Battle 986: are  (JD) DEFEATED people (7C) : people 38, are  14
Battle 987: are  (JC) DEFEATED people (6D) : people 37, are  15
Battle 988: are  (KC) DEFEATED people (JH) : people 36, are  16
Battle 989: people (QD) DEFEATED are  (3S) : people 37, are  15
Battle 990: are  (KS) DEFEATED people (7H) : people 36, are  16
Battle 991: people (AH) DEFEATED are  (4D) : people 37, are  15
Battle 992: are  (9H) TIED people (9D) : people 32, are  20
Battle 993: people (AD) DEFEATED are  (4H) : people 33, are  19
Battle 994: people (8C) DEFEATED are  (5S) : people 34, are  18
Battle 995: people (TC) DEFEATED are  (7C) : people 35, are  17
Battle 996: are  (JD) DEFEATED people (6S) : people 34, are  18
Battle 997: people (8D) DEFEATED are  (6D) : people 35, are  17
Battle 998: are  (JC) DEFEATED people (3D) : people 34, are  18
Battle 999: are  (JH) DEFEATED people (3H) : people 33, are  19
Battle 1000: are  (KC) DEFEATED people (2H) : people 32, are  20
people (2)  DEFEATED are  (1)  in 697 Battles and 34 Wars
===
Person VS. people
Battle 1: Person (6C) DEFEATED people (4D) : Person 27, people 25
Battle 2: people (3S) DEFEATED Person (2D) : Person 26, people 26
Battle 3: people (TH) DEFEATED Person (2S) : Person 25, people 27
Battle 4: people (KH) DEFEATED Person (JS) : Person 24, people 28
Battle 5: people (QS) DEFEATED Person (4C) : Person 23, people 29
Battle 6: Person (AH) DEFEATED people (QH) : Person 24, people 28
Battle 7: Person (8S) DEFEATED people (6H) : Person 25, people 27
Battle 8: people (9D) DEFEATED Person (6D) : Person 24, people 28
Battle 9: people (QC) DEFEATED Person (5S) : Person 23, people 29
Battle 10: people (TS) DEFEATED Person (8D) : Person 22, people 30
Battle 11: Person (JH) DEFEATED people (9C) : Person 23, people 29
Battle 12: people (7D) DEFEATED Person (4H) : Person 22, people 30
Battle 13: people (QD) DEFEATED Person (3H) : Person 21, people 31
Battle 14: Person (KD) DEFEATED people (4S) : Person 22, people 30
Battle 15: Person (TD) DEFEATED people (7H) : Person 23, people 29
Battle 16: Person (5C) DEFEATED people (3C) : Person 24, people 28
Battle 17: people (KS) TIED Person (KC) : Person 29, people 23
Battle 18: Person (AC) DEFEATED people (9S) : Person 30, people 22
Battle 19: people (TC) DEFEATED Person (5H) : Person 29, people 23
Battle 20: Person (7S) DEFEATED people (2C) : Person 30, people 22
Battle 21: people (8H) TIED Person (8C) : Person 35, people 17
Battle 22: Person (QH) DEFEATED people (TH) : Person 36, people 16
Battle 23: people (JS) DEFEATED Person (8S) : Person 35, people 17
Battle 24: people (KH) DEFEATED Person (6H) : Person 34, people 18
Battle 25: Person (JH) DEFEATED people (4C) : Person 35, people 17
Battle 26: people (QS) DEFEATED Person (9C) : Person 34, people 18
Battle 27: Person (KD) DEFEATED people (6D) : Person 35, people 17
Battle 28: people (9D) DEFEATED Person (4S) : Person 34, people 18
Battle 29: Person (TD) DEFEATED people (5S) : Person 35, people 17
Battle 30: people (QC) DEFEATED Person (7H) : Person 34, people 18
Battle 31: people (8D) DEFEATED Person (5C) : Person 33, people 19
Battle 32: people (TS) DEFEATED Person (3C) : Person 32, people 20
Battle 33: Person (KC) DEFEATED people (4H) : Person 33, people 19
Battle 34: Person (KS) DEFEATED people (7D) : Person 34, people 18
Battle 35: Person (AS) DEFEATED people (3H) : Person 35, people 17
Battle 36: people (QD) DEFEATED Person (5D) : Person 34, people 18
Battle 37: people (5H) DEFEATED Person (3D) : Person 33, people 19
Battle 38: Person (JD) DEFEATED people (TC) : Person 34, people 18
Battle 39: Person (AD) DEFEATED people (8S) : Person 35, people 17
Battle 40: people (JS) DEFEATED Person (2H) : Person 34, people 18
Battle 41: people (6H) TIED Person (6S) : Person 39, people 13
Battle 42: people (9D) DEFEATED Person (2C) : Person 38, people 14
Battle 43: Person (8C) DEFEATED people (7H) : Person 39, people 13
Battle 44: people (QC) DEFEATED Person (8H) : Person 38, people 14
Battle 45: Person (9H) DEFEATED people (5C) : Person 39, people 13
Battle 46: people (8D) DEFEATED Person (6C) : Person 38, people 14
Battle 47: Person (4D) DEFEATED people (3C) : Person 39, people 13
Battle 48: Person (AH) DEFEATED people (TS) : Person 40, people 12
Battle 49: Person (JC) DEFEATED people (5D) : Person 41, people 11
Battle 50: people (QD) DEFEATED Person (2D) : Person 40, people 12
Battle 51: people (3D) TIED Person (3S) : Person 45, people 7
Battle 52: people (9D) DEFEATED Person (4C) : Person 44, people 8
Battle 53: Person (KD) DEFEATED people (8H) : Person 45, people 7
Battle 54: people (QC) DEFEATED Person (6D) : Person 44, people 8
Battle 55: Person (TD) DEFEATED people (6C) : Person 45, people 7
Battle 56: people (8D) DEFEATED Person (5S) : Person 44, people 8
Battle 57: Person (KC) DEFEATED people (2D) : Person 45, people 7
Battle 58: people (QD) DEFEATED Person (4H) : Person 44, people 8
Battle 59: Person (KS) DEFEATED people (4C) : Person 45, people 7
Battle 60: people (9D) DEFEATED Person (7D) : Person 44, people 8
Battle 61: Person (AS) DEFEATED people (6D) : Person 45, people 7
Battle 62: people (QC) DEFEATED Person (3H) : Person 44, people 8
